Evento;Extenso;Contagem;Usuarios;dia;mês;ano;Data
click;20240115;25;8;15;1;2024;15/01/2024
click;20240116;25;10;16;1;2024;16/01/2024
click;20230819;24;8;19;8;2023;19/08/2023
click;20230930;24;6;30;9;2023;30/09/2023
click;20231220;24;4;20;12;2023;20/12/2023
click;20230813;23;9;13;8;2023;13/08/2023
click;20230817;22;7;17;8;2023;17/08/2023
click;20231001;22;7;1;10;2023;01/10/2023
click;20231028;22;8;28;10;2023;28/10/2023
click;20230908;21;6;8;9;2023;08/09/2023
click;20231030;21;8;30;10;2023;30/10/2023
click;20240211;21;6;11;2;2024;11/02/2024
click;20240109;20;7;9;1;2024;09/01/2024
first_visit;20240211;20;20;11;2;2024;11/02/2024
click;20231019;19;8;19;10;2023;19/10/2023
click;20231224;19;5;24;12;2023;24/12/2023
click;20231229;19;5;29;12;2023;29/12/2023
first_visit;20240212;19;19;12;2;2024;12/02/2024
click;20230916;18;13;16;9;2023;16/09/2023
click;20231128;18;9;28;11;2023;28/11/2023
click;20231226;18;8;26;12;2023;26/12/2023
click;20231228;18;7;28;12;2023;28/12/2023
click;20230805;17;8;5;8;2023;05/08/2023
click;20230818;17;7;18;8;2023;18/08/2023
first_visit;20240128;17;17;28;1;2024;28/01/2024
click;20231016;16;6;16;10;2023;16/10/2023
click;20240105;16;8;5;1;2024;05/01/2024
click;20240222;16;7;22;2;2024;22/02/2024
first_visit;20240129;16;16;29;1;2024;29/01/2024
click;20230917;15;6;17;9;2023;17/09/2023
click;20231216;15;8;16;12;2023;16/12/2023
click;20240210;15;8;10;2;2024;10/02/2024
click;20240214;15;9;14;2;2024;14/02/2024
form_submit;20240129;15;8;29;1;2024;29/01/2024
click;20230906;14;9;6;9;2023;06/09/2023
click;20231020;14;13;20;10;2023;20/10/2023
click;20231013;13;6;13;10;2023;13/10/2023
click;20240124;13;8;24;1;2024;24/01/2024
click;20231024;12;5;24;10;2023;24/10/2023
click;20231103;12;6;3;11;2023;03/11/2023
click;20240127;12;6;27;1;2024;27/01/2024
click;20240219;12;6;19;2;2024;19/02/2024
click;20231209;11;7;9;12;2023;09/12/2023
click;20231212;11;7;12;12;2023;12/12/2023
click;20231225;11;6;25;12;2023;25/12/2023
click;20240106;11;6;6;1;2024;06/01/2024
click;20240205;11;6;5;2;2024;05/02/2024
click;20230822;10;5;22;8;2023;22/08/2023
click;20231017;10;6;17;10;2023;17/10/2023
click;20240217;10;6;17;2;2024;17/02/2024
form_start;20240129;10;8;29;1;2024;29/01/2024
click;20230910;9;2;10;9;2023;10/09/2023
click;20231022;9;4;22;10;2023;22/10/2023
click;20240111;9;6;11;1;2024;11/01/2024
click;20240112;9;3;12;1;2024;12/01/2024
click;20240213;9;5;13;2;2024;13/02/2024
click;20230909;6;3;9;9;2023;09/09/2023
click;20230907;5;3;7;9;2023;07/09/2023
click;20240108;5;5;8;1;2024;08/01/2024
click;20231231;4;2;31;12;2023;31/12/2023
click;20240114;3;3;14;1;2024;14/01/2024
click;20240212;3;3;12;2;2024;12/02/2024
click;20240129;2;2;29;1;2024;29/01/2024
page_view;20240303;1279;159;3;3;2024;03/03/2024
page_view;20240301;1225;137;1;3;2024;01/03/2024
page_view;20240228;1150;111;28;2;2024;28/02/2024
user_engagement;20240303;1123;111;3;3;2024;03/03/2024
user_engagement;20240301;1078;116;1;3;2024;01/03/2024
user_engagement;20240228;1022;88;28;2;2024;28/02/2024
page_view;20240302;941;163;2;3;2024;02/03/2024
scroll;20240228;884;88;28;2;2024;28/02/2024
page_view;20240227;828;83;27;2;2024;27/02/2024
scroll;20240303;757;130;3;3;2024;03/03/2024
user_engagement;20240302;723;92;2;3;2024;02/03/2024
scroll;20240301;670;113;1;3;2024;01/03/2024
user_engagement;20240227;666;70;27;2;2024;27/02/2024
page_view;20240229;634;171;29;2;2024;29/02/2024
page_view;20240226;554;75;26;2;2024;26/02/2024
user_engagement;20240229;526;147;29;2;2024;29/02/2024
scroll;20240302;525;143;2;3;2024;02/03/2024
user_engagement;20240226;457;57;26;2;2024;26/02/2024
scroll;20240227;444;69;27;2;2024;27/02/2024
scroll;20240229;391;127;29;2;2024;29/02/2024
scroll;20240226;311;61;26;2;2024;26/02/2024
form_submit;20240303;217;51;3;3;2024;03/03/2024
session_start;20240229;196;170;29;2;2024;29/02/2024
session_start;20240302;195;163;2;3;2024;02/03/2024
session_start;20240303;192;159;3;3;2024;03/03/2024
session_start;20240301;184;137;1;3;2024;01/03/2024
form_submit;20240301;183;58;1;3;2024;01/03/2024
form_submit;20240227;180;32;27;2;2024;27/02/2024
form_submit;20240302;177;46;2;3;2024;02/03/2024
form_start;20240301;153;59;1;3;2024;01/03/2024
form_submit;20240226;146;26;26;2;2024;26/02/2024
session_start;20240228;142;111;28;2;2024;28/02/2024
form_start;20240303;135;52;3;3;2024;03/03/2024
form_submit;20240228;132;38;28;2;2024;28/02/2024
first_visit;20240229;122;122;29;2;2024;29/02/2024
form_start;20240302;118;46;2;3;2024;02/03/2024
session_start;20240227;116;83;27;2;2024;27/02/2024
first_visit;20240302;109;109;2;3;2024;02/03/2024
first_visit;20240303;103;103;3;3;2024;03/03/2024
form_submit;20240229;102;52;29;2;2024;29/02/2024
form_start;20240229;99;56;29;2;2024;29/02/2024
session_start;20240226;93;75;26;2;2024;26/02/2024
form_start;20240227;91;33;27;2;2024;27/02/2024
form_start;20240228;86;41;28;2;2024;28/02/2024
first_visit;20240301;75;75;1;3;2024;01/03/2024
click;20240303;72;18;3;3;2024;03/03/2024
first_visit;20240228;70;70;28;2;2024;28/02/2024
click;20240228;55;15;28;2;2024;28/02/2024
form_start;20240226;53;26;26;2;2024;26/02/2024
click;20240302;49;11;2;3;2024;02/03/2024
click;20240229;47;8;29;2;2024;29/02/2024
first_visit;20240227;44;44;27;2;2024;27/02/2024
first_visit;20240226;36;36;26;2;2024;26/02/2024
click;20240301;33;16;1;3;2024;01/03/2024
click;20240227;30;6;27;2;2024;27/02/2024
click;20240226;29;8;26;2;2024;26/02/2024
page_view;20240304;1923;107;4;3;2024;04/03/2024
user_engagement;20240304;1827;95;4;3;2024;04/03/2024
scroll;20240304;1344;92;4;3;2024;04/03/2024
page_view;20240309;872;126;9;3;2024;09/03/2024
page_view;20240308;763;72;8;3;2024;08/03/2024
page_view;20240306;736;90;6;3;2024;06/03/2024
user_engagement;20240308;677;55;8;3;2024;08/03/2024
user_engagement;20240309;670;101;9;3;2024;09/03/2024
user_engagement;20240306;662;76;6;3;2024;06/03/2024
page_view;20240307;659;94;7;3;2024;07/03/2024
page_view;20240310;634;71;10;3;2024;10/03/2024
user_engagement;20240307;607;76;7;3;2024;07/03/2024
page_view;20240305;606;78;5;3;2024;05/03/2024
scroll;20240308;576;60;8;3;2024;08/03/2024
user_engagement;20240305;560;64;5;3;2024;05/03/2024
scroll;20240306;475;77;6;3;2024;06/03/2024
scroll;20240309;470;95;9;3;2024;09/03/2024
user_engagement;20240310;461;63;10;3;2024;10/03/2024
form_submit;20240304;394;48;4;3;2024;04/03/2024
scroll;20240310;376;58;10;3;2024;10/03/2024
scroll;20240305;365;59;5;3;2024;05/03/2024
scroll;20240307;303;76;7;3;2024;07/03/2024
form_submit;20240307;261;30;7;3;2024;07/03/2024
form_submit;20240306;161;35;6;3;2024;06/03/2024
session_start;20240309;161;127;9;3;2024;09/03/2024
session_start;20240304;143;107;4;3;2024;04/03/2024
form_submit;20240308;130;31;8;3;2024;08/03/2024
form_start;20240304;128;49;4;3;2024;04/03/2024
session_start;20240307;119;96;7;3;2024;07/03/2024
form_submit;20240309;116;47;9;3;2024;09/03/2024
session_start;20240306;113;92;6;3;2024;06/03/2024
form_start;20240309;104;49;9;3;2024;09/03/2024
form_start;20240306;98;36;6;3;2024;06/03/2024
session_start;20240305;95;77;5;3;2024;05/03/2024
session_start;20240308;93;72;8;3;2024;08/03/2024
session_start;20240310;92;71;10;3;2024;10/03/2024
first_visit;20240309;89;89;9;3;2024;09/03/2024
form_start;20240308;84;32;8;3;2024;08/03/2024
form_submit;20240310;80;30;10;3;2024;10/03/2024
form_start;20240310;75;31;10;3;2024;10/03/2024
form_submit;20240305;73;26;5;3;2024;05/03/2024
form_start;20240307;64;30;7;3;2024;07/03/2024
click;20240308;61;8;8;3;2024;08/03/2024
first_visit;20240307;56;56;7;3;2024;07/03/2024
form_start;20240305;55;27;5;3;2024;05/03/2024
click;20240309;54;11;9;3;2024;09/03/2024
first_visit;20240304;54;54;4;3;2024;04/03/2024
first_visit;20240306;51;51;6;3;2024;06/03/2024
first_visit;20240305;46;46;5;3;2024;05/03/2024
click;20240304;39;7;4;3;2024;04/03/2024
first_visit;20240310;38;38;10;3;2024;10/03/2024
first_visit;20240308;37;37;8;3;2024;08/03/2024
click;20240306;35;11;6;3;2024;06/03/2024
click;20240307;33;7;7;3;2024;07/03/2024
click;20240310;30;11;10;3;2024;10/03/2024
click;20240305;19;4;5;3;2024;05/03/2024
page_view;20240314;918;83;14;3;2024;14/03/2024
page_view;20240316;827;74;16;3;2024;16/03/2024
user_engagement;20240316;790;62;16;3;2024;16/03/2024
user_engagement;20240314;787;71;14;3;2024;14/03/2024
page_view;20240313;675;70;13;3;2024;13/03/2024
user_engagement;20240313;672;61;13;3;2024;13/03/2024
page_view;20240312;626;64;12;3;2024;12/03/2024
scroll;20240314;622;73;14;3;2024;14/03/2024
page_view;20240311;585;73;11;3;2024;11/03/2024
user_engagement;20240312;571;51;12;3;2024;12/03/2024
scroll;20240316;509;55;16;3;2024;16/03/2024
user_engagement;20240311;502;59;11;3;2024;11/03/2024
page_view;20240315;494;73;15;3;2024;15/03/2024
scroll;20240312;423;48;12;3;2024;12/03/2024
scroll;20240313;400;58;13;3;2024;13/03/2024
user_engagement;20240315;397;67;15;3;2024;15/03/2024
page_view;20240317;360;86;17;3;2024;17/03/2024
scroll;20240311;316;60;11;3;2024;11/03/2024
user_engagement;20240317;315;66;17;3;2024;17/03/2024
scroll;20240315;268;59;15;3;2024;15/03/2024
form_submit;20240314;266;29;14;3;2024;14/03/2024
form_submit;20240311;217;26;11;3;2024;11/03/2024
scroll;20240317;184;58;17;3;2024;17/03/2024
form_submit;20240312;169;25;12;3;2024;12/03/2024
form_submit;20240315;165;35;15;3;2024;15/03/2024
form_submit;20240316;160;26;16;3;2024;16/03/2024
form_submit;20240313;110;26;13;3;2024;13/03/2024
session_start;20240317;106;86;17;3;2024;17/03/2024
session_start;20240314;102;83;14;3;2024;14/03/2024
session_start;20240311;98;73;11;3;2024;11/03/2024
session_start;20240315;90;74;15;3;2024;15/03/2024
session_start;20240316;90;74;16;3;2024;16/03/2024
session_start;20240313;88;69;13;3;2024;13/03/2024
session_start;20240312;84;64;12;3;2024;12/03/2024
form_start;20240316;73;28;16;3;2024;16/03/2024
form_start;20240315;72;36;15;3;2024;15/03/2024
form_start;20240312;69;25;12;3;2024;12/03/2024
form_start;20240314;67;29;14;3;2024;14/03/2024
first_visit;20240317;64;62;17;3;2024;17/03/2024
form_submit;20240317;64;21;17;3;2024;17/03/2024
form_start;20240311;61;27;11;3;2024;11/03/2024
form_start;20240313;57;28;13;3;2024;13/03/2024
first_visit;20240314;52;52;14;3;2024;14/03/2024
first_visit;20240316;51;51;16;3;2024;16/03/2024
first_visit;20240311;42;42;11;3;2024;11/03/2024
first_visit;20240313;41;41;13;3;2024;13/03/2024
form_start;20240317;40;21;17;3;2024;17/03/2024
first_visit;20240315;39;39;15;3;2024;15/03/2024
click;20240313;36;7;13;3;2024;13/03/2024
click;20240314;36;7;14;3;2024;14/03/2024
first_visit;20240312;34;34;12;3;2024;12/03/2024
click;20240312;30;6;12;3;2024;12/03/2024
click;20240316;25;7;16;3;2024;16/03/2024
click;20240311;19;4;11;3;2024;11/03/2024
click;20240317;16;3;17;3;2024;17/03/2024
click;20240315;1;1;15;3;2024;15/03/2024
page_view;20240320;1443;84;20;3;2024;20/03/2024
user_engagement;20240320;1221;73;20;3;2024;20/03/2024
page_view;20240319;1160;122;19;3;2024;19/03/2024
page_view;20240318;1101;123;18;3;2024;18/03/2024
user_engagement;20240319;971;116;19;3;2024;19/03/2024
user_engagement;20240318;865;101;18;3;2024;18/03/2024
scroll;20240320;761;62;20;3;2024;20/03/2024
page_view;20240324;753;66;24;3;2024;24/03/2024
scroll;20240318;721;98;18;3;2024;18/03/2024
page_view;20240321;684;55;21;3;2024;21/03/2024
scroll;20240319;684;96;19;3;2024;19/03/2024
user_engagement;20240324;547;56;24;3;2024;24/03/2024
page_view;20240322;520;70;22;3;2024;22/03/2024
user_engagement;20240321;514;47;21;3;2024;21/03/2024
page_view;20240323;495;63;23;3;2024;23/03/2024
form_submit;20240320;471;46;20;3;2024;20/03/2024
scroll;20240324;454;50;24;3;2024;24/03/2024
scroll;20240321;423;41;21;3;2024;21/03/2024
user_engagement;20240322;404;57;22;3;2024;22/03/2024
user_engagement;20240323;361;52;23;3;2024;23/03/2024
form_submit;20240319;318;72;19;3;2024;19/03/2024
scroll;20240322;306;53;22;3;2024;22/03/2024
scroll;20240323;256;45;23;3;2024;23/03/2024
form_submit;20240321;255;18;21;3;2024;21/03/2024
form_submit;20240318;230;62;18;3;2024;18/03/2024
form_start;20240319;190;73;19;3;2024;19/03/2024
form_start;20240320;177;47;20;3;2024;20/03/2024
form_submit;20240323;177;20;23;3;2024;23/03/2024
session_start;20240319;164;123;19;3;2024;19/03/2024
click;20240321;161;2;21;3;2024;21/03/2024
form_start;20240318;160;66;18;3;2024;18/03/2024
session_start;20240318;160;123;18;3;2024;18/03/2024
form_submit;20240322;159;25;22;3;2024;22/03/2024
click;20240320;138;12;20;3;2024;20/03/2024
form_submit;20240324;122;22;24;3;2024;24/03/2024
session_start;20240320;114;84;20;3;2024;20/03/2024
session_start;20240322;92;70;22;3;2024;22/03/2024
click;20240323;87;8;23;3;2024;23/03/2024
session_start;20240323;81;63;23;3;2024;23/03/2024
click;20240318;80;17;18;3;2024;18/03/2024
session_start;20240324;79;66;24;3;2024;24/03/2024
form_start;20240321;77;19;21;3;2024;21/03/2024
session_start;20240321;75;57;21;3;2024;21/03/2024
first_visit;20240318;72;72;18;3;2024;18/03/2024
form_start;20240322;72;28;22;3;2024;22/03/2024
form_start;20240323;72;21;23;3;2024;23/03/2024
form_start;20240324;65;23;24;3;2024;24/03/2024
first_visit;20240319;61;61;19;3;2024;19/03/2024
click;20240322;56;9;22;3;2024;22/03/2024
click;20240319;53;14;19;3;2024;19/03/2024
first_visit;20240320;53;53;20;3;2024;20/03/2024
click;20240324;45;3;24;3;2024;24/03/2024
first_visit;20240324;44;44;24;3;2024;24/03/2024
first_visit;20240322;41;41;22;3;2024;22/03/2024
first_visit;20240323;39;39;23;3;2024;23/03/2024
first_visit;20240321;29;29;21;3;2024;21/03/2024
page_view;20240329;915;85;29;3;2024;29/03/2024
page_view;20240328;842;85;28;3;2024;28/03/2024
page_view;20240331;842;81;31;3;2024;31/03/2024
page_view;20240327;804;89;27;3;2024;27/03/2024
user_engagement;20240328;782;75;28;3;2024;28/03/2024
user_engagement;20240327;758;78;27;3;2024;27/03/2024
page_view;20240330;752;79;30;3;2024;30/03/2024
user_engagement;20240329;729;73;29;3;2024;29/03/2024
user_engagement;20240331;662;70;31;3;2024;31/03/2024
user_engagement;20240330;627;64;30;3;2024;30/03/2024
scroll;20240329;578;62;29;3;2024;29/03/2024
page_view;20240326;523;54;26;3;2024;26/03/2024
scroll;20240331;510;62;31;3;2024;31/03/2024
scroll;20240327;495;69;27;3;2024;27/03/2024
page_view;20240325;473;64;25;3;2024;25/03/2024
scroll;20240330;453;53;30;3;2024;30/03/2024
user_engagement;20240326;450;49;26;3;2024;26/03/2024
scroll;20240328;446;69;28;3;2024;28/03/2024
user_engagement;20240325;376;53;25;3;2024;25/03/2024
scroll;20240326;293;41;26;3;2024;26/03/2024
form_submit;20240329;261;25;29;3;2024;29/03/2024
scroll;20240325;249;47;25;3;2024;25/03/2024
form_submit;20240328;223;36;28;3;2024;28/03/2024
form_submit;20240330;210;30;30;3;2024;30/03/2024
form_submit;20240331;186;26;31;3;2024;31/03/2024
form_submit;20240327;176;41;27;3;2024;27/03/2024
click;20240329;141;6;29;3;2024;29/03/2024
session_start;20240329;119;87;29;3;2024;29/03/2024
session_start;20240327;116;88;27;3;2024;27/03/2024
session_start;20240328;115;85;28;3;2024;28/03/2024
form_submit;20240326;113;22;26;3;2024;26/03/2024
session_start;20240331;103;81;31;3;2024;31/03/2024
session_start;20240330;100;81;30;3;2024;30/03/2024
form_submit;20240325;99;26;25;3;2024;25/03/2024
form_start;20240328;97;36;28;3;2024;28/03/2024
form_start;20240329;94;26;29;3;2024;29/03/2024
form_start;20240330;92;31;30;3;2024;30/03/2024
click;20240327;90;11;27;3;2024;27/03/2024
form_start;20240327;85;42;27;3;2024;27/03/2024
session_start;20240325;85;64;25;3;2024;25/03/2024
click;20240330;78;10;30;3;2024;30/03/2024
click;20240331;75;10;31;3;2024;31/03/2024
form_start;20240325;68;27;25;3;2024;25/03/2024
session_start;20240326;68;54;26;3;2024;26/03/2024
form_start;20240326;66;22;26;3;2024;26/03/2024
form_start;20240331;60;27;31;3;2024;31/03/2024
click;20240328;55;9;28;3;2024;28/03/2024
click;20240326;52;6;26;3;2024;26/03/2024
first_visit;20240329;52;52;29;3;2024;29/03/2024
first_visit;20240327;51;51;27;3;2024;27/03/2024
first_visit;20240328;49;49;28;3;2024;28/03/2024
first_visit;20240331;46;46;31;3;2024;31/03/2024
first_visit;20240330;44;44;30;3;2024;30/03/2024
first_visit;20240325;33;33;25;3;2024;25/03/2024
first_visit;20240326;27;27;26;3;2024;26/03/2024
click;20240325;22;4;25;3;2024;25/03/2024
user_engagement;20240405;1829;59;5;4;2024;05/04/2024
page_view;20240405;1323;66;5;4;2024;05/04/2024
page_view;20240403;925;120;3;4;2024;03/04/2024
scroll;20240405;915;56;5;4;2024;05/04/2024
user_engagement;20240403;904;107;3;4;2024;03/04/2024
page_view;20240402;742;88;2;4;2024;02/04/2024
page_view;20240407;616;66;7;4;2024;07/04/2024
user_engagement;20240402;592;69;2;4;2024;02/04/2024
page_view;20240404;591;77;4;4;2024;04/04/2024
scroll;20240403;536;87;3;4;2024;03/04/2024
user_engagement;20240404;477;60;4;4;2024;04/04/2024
page_view;20240406;451;56;6;4;2024;06/04/2024
user_engagement;20240407;442;54;7;4;2024;07/04/2024
scroll;20240402;439;55;2;4;2024;02/04/2024
page_view;20240401;430;58;1;4;2024;01/04/2024
user_engagement;20240406;361;48;6;4;2024;06/04/2024
scroll;20240404;313;56;4;4;2024;04/04/2024
user_engagement;20240401;311;42;1;4;2024;01/04/2024
scroll;20240407;298;47;7;4;2024;07/04/2024
scroll;20240401;241;37;1;4;2024;01/04/2024
scroll;20240406;202;40;6;4;2024;06/04/2024
form_submit;20240407;183;29;7;4;2024;07/04/2024
form_submit;20240403;175;42;3;4;2024;03/04/2024
session_start;20240403;160;122;3;4;2024;03/04/2024
form_submit;20240405;149;37;5;4;2024;05/04/2024
form_submit;20240404;133;27;4;4;2024;04/04/2024
form_submit;20240406;127;28;6;4;2024;06/04/2024
form_submit;20240402;125;32;2;4;2024;02/04/2024
form_start;20240405;113;37;5;4;2024;05/04/2024
form_start;20240403;111;44;3;4;2024;03/04/2024
form_start;20240404;107;29;4;4;2024;04/04/2024
session_start;20240402;99;87;2;4;2024;02/04/2024
click;20240404;98;7;4;4;2024;04/04/2024
session_start;20240405;96;66;5;4;2024;05/04/2024
form_start;20240407;93;30;7;4;2024;07/04/2024
session_start;20240407;92;66;7;4;2024;07/04/2024
form_start;20240402;91;34;2;4;2024;02/04/2024
session_start;20240404;88;77;4;4;2024;04/04/2024
click;20240407;86;7;7;4;2024;07/04/2024
session_start;20240406;81;57;6;4;2024;06/04/2024
first_visit;20240403;80;80;3;4;2024;03/04/2024
form_submit;20240401;75;19;1;4;2024;01/04/2024
click;20240403;74;13;3;4;2024;03/04/2024
form_start;20240406;70;28;6;4;2024;06/04/2024
session_start;20240401;66;58;1;4;2024;01/04/2024
form_start;20240401;60;20;1;4;2024;01/04/2024
click;20240402;59;9;2;4;2024;02/04/2024
first_visit;20240402;56;56;2;4;2024;02/04/2024
first_visit;20240404;44;44;4;4;2024;04/04/2024
first_visit;20240407;41;41;7;4;2024;07/04/2024
first_visit;20240405;33;33;5;4;2024;05/04/2024
first_visit;20240401;31;31;1;4;2024;01/04/2024
first_visit;20240406;27;27;6;4;2024;06/04/2024
click;20240401;26;6;1;4;2024;01/04/2024
click;20240405;23;8;5;4;2024;05/04/2024
click;20240406;23;4;6;4;2024;06/04/2024
page_view;20240410;1297;134;10;4;2024;10/04/2024
page_view;20240412;1140;93;12;4;2024;12/04/2024
user_engagement;20240410;1091;120;10;4;2024;10/04/2024
page_view;20240413;923;131;13;4;2024;13/04/2024
user_engagement;20240412;908;82;12;4;2024;12/04/2024
page_view;20240409;847;150;9;4;2024;09/04/2024
scroll;20240412;807;70;12;4;2024;12/04/2024
user_engagement;20240413;770;116;13;4;2024;13/04/2024
user_engagement;20240411;756;76;11;4;2024;11/04/2024
page_view;20240411;743;85;11;4;2024;11/04/2024
page_view;20240414;738;79;14;4;2024;14/04/2024
scroll;20240410;737;108;10;4;2024;10/04/2024
user_engagement;20240409;720;118;9;4;2024;09/04/2024
page_view;20240408;687;79;8;4;2024;08/04/2024
user_engagement;20240414;595;72;14;4;2024;14/04/2024
user_engagement;20240408;581;72;8;4;2024;08/04/2024
scroll;20240413;525;91;13;4;2024;13/04/2024
scroll;20240409;421;90;9;4;2024;09/04/2024
scroll;20240408;398;67;8;4;2024;08/04/2024
scroll;20240411;302;63;11;4;2024;11/04/2024
scroll;20240414;298;54;14;4;2024;14/04/2024
form_submit;20240410;270;62;10;4;2024;10/04/2024
form_submit;20240414;236;27;14;4;2024;14/04/2024
form_submit;20240413;225;41;13;4;2024;13/04/2024
form_submit;20240409;216;49;9;4;2024;09/04/2024
form_submit;20240408;188;40;8;4;2024;08/04/2024
session_start;20240409;184;150;9;4;2024;09/04/2024
form_submit;20240412;181;37;12;4;2024;12/04/2024
form_start;20240410;177;62;10;4;2024;10/04/2024
session_start;20240410;170;134;10;4;2024;10/04/2024
session_start;20240413;164;131;13;4;2024;13/04/2024
form_submit;20240411;137;40;11;4;2024;11/04/2024
form_start;20240409;125;49;9;4;2024;09/04/2024
session_start;20240408;122;81;8;4;2024;08/04/2024
session_start;20240412;112;93;12;4;2024;12/04/2024
session_start;20240414;108;80;14;4;2024;14/04/2024
form_start;20240411;107;41;11;4;2024;11/04/2024
session_start;20240411;107;85;11;4;2024;11/04/2024
form_start;20240408;105;40;8;4;2024;08/04/2024
form_start;20240412;104;37;12;4;2024;12/04/2024
form_start;20240413;103;41;13;4;2024;13/04/2024
first_visit;20240409;100;100;9;4;2024;09/04/2024
click;20240414;91;6;14;4;2024;14/04/2024
click;20240410;89;13;10;4;2024;10/04/2024
first_visit;20240413;86;86;13;4;2024;13/04/2024
click;20240412;83;8;12;4;2024;12/04/2024
form_start;20240414;80;27;14;4;2024;14/04/2024
first_visit;20240410;71;71;10;4;2024;10/04/2024
click;20240408;66;11;8;4;2024;08/04/2024
first_visit;20240412;58;58;12;4;2024;12/04/2024
first_visit;20240414;51;51;14;4;2024;14/04/2024
click;20240413;48;6;13;4;2024;13/04/2024
first_visit;20240411;40;40;11;4;2024;11/04/2024
first_visit;20240408;38;38;8;4;2024;08/04/2024
click;20240409;30;6;9;4;2024;09/04/2024
click;20240411;25;14;11;4;2024;11/04/2024
page_view;20240421;1499;103;21;4;2024;21/04/2024
user_engagement;20240421;1240;88;21;4;2024;21/04/2024
page_view;20240415;966;92;15;4;2024;15/04/2024
scroll;20240421;934;79;21;4;2024;21/04/2024
page_view;20240420;812;137;20;4;2024;20/04/2024
page_view;20240419;808;113;19;4;2024;19/04/2024
user_engagement;20240415;766;77;15;4;2024;15/04/2024
page_view;20240416;696;125;16;4;2024;16/04/2024
user_engagement;20240419;695;88;19;4;2024;19/04/2024
user_engagement;20240420;641;112;20;4;2024;20/04/2024
page_view;20240418;581;91;18;4;2024;18/04/2024
page_view;20240417;574;111;17;4;2024;17/04/2024
user_engagement;20240416;548;102;16;4;2024;16/04/2024
scroll;20240419;489;83;19;4;2024;19/04/2024
user_engagement;20240418;482;72;18;4;2024;18/04/2024
scroll;20240415;446;69;15;4;2024;15/04/2024
user_engagement;20240417;414;101;17;4;2024;17/04/2024
scroll;20240416;366;90;16;4;2024;16/04/2024
scroll;20240420;355;93;20;4;2024;20/04/2024
form_submit;20240421;354;46;21;4;2024;21/04/2024
scroll;20240417;283;90;17;4;2024;17/04/2024
scroll;20240418;238;62;18;4;2024;18/04/2024
form_submit;20240415;216;42;15;4;2024;15/04/2024
form_submit;20240420;209;53;20;4;2024;20/04/2024
form_submit;20240416;197;48;16;4;2024;16/04/2024
form_submit;20240418;176;38;18;4;2024;18/04/2024
form_start;20240421;173;46;21;4;2024;21/04/2024
session_start;20240420;169;137;20;4;2024;20/04/2024
session_start;20240416;166;125;16;4;2024;16/04/2024
form_submit;20240419;160;44;19;4;2024;19/04/2024
form_submit;20240417;158;48;17;4;2024;17/04/2024
session_start;20240421;152;103;21;4;2024;21/04/2024
session_start;20240419;149;113;19;4;2024;19/04/2024
session_start;20240417;136;113;17;4;2024;17/04/2024
form_start;20240419;129;47;19;4;2024;19/04/2024
form_start;20240420;129;53;20;4;2024;20/04/2024
form_start;20240416;124;48;16;4;2024;16/04/2024
form_start;20240417;120;51;17;4;2024;17/04/2024
click;20240415;118;10;15;4;2024;15/04/2024
session_start;20240418;117;92;18;4;2024;18/04/2024
form_start;20240418;116;38;18;4;2024;18/04/2024
session_start;20240415;112;91;15;4;2024;15/04/2024
click;20240421;108;14;21;4;2024;21/04/2024
form_start;20240415;107;43;15;4;2024;15/04/2024
click;20240419;84;11;19;4;2024;19/04/2024
first_visit;20240416;84;84;16;4;2024;16/04/2024
first_visit;20240420;84;84;20;4;2024;20/04/2024
first_visit;20240419;65;65;19;4;2024;19/04/2024
first_visit;20240417;63;63;17;4;2024;17/04/2024
click;20240416;62;8;16;4;2024;16/04/2024
first_visit;20240421;58;57;21;4;2024;21/04/2024
first_visit;20240418;50;50;18;4;2024;18/04/2024
first_visit;20240415;46;46;15;4;2024;15/04/2024
click;20240420;42;8;20;4;2024;20/04/2024
click;20240417;37;4;17;4;2024;17/04/2024
click;20240418;30;10;18;4;2024;18/04/2024
page_view;20240422;1119;119;22;4;2024;22/04/2024
page_view;20240425;1019;185;25;4;2024;25/04/2024
page_view;20240428;984;146;28;4;2024;28/04/2024
user_engagement;20240422;955;99;22;4;2024;22/04/2024
page_view;20240424;906;104;24;4;2024;24/04/2024
page_view;20240427;882;98;27;4;2024;27/04/2024
user_engagement;20240425;859;146;25;4;2024;25/04/2024
page_view;20240426;847;112;26;4;2024;26/04/2024
user_engagement;20240428;821;119;28;4;2024;28/04/2024
page_view;20240423;774;96;23;4;2024;23/04/2024
user_engagement;20240426;689;100;26;4;2024;26/04/2024
user_engagement;20240427;667;77;27;4;2024;27/04/2024
user_engagement;20240424;664;89;24;4;2024;24/04/2024
scroll;20240422;649;91;22;4;2024;22/04/2024
user_engagement;20240423;550;83;23;4;2024;23/04/2024
scroll;20240426;512;89;26;4;2024;26/04/2024
scroll;20240424;504;80;24;4;2024;24/04/2024
scroll;20240425;501;121;25;4;2024;25/04/2024
scroll;20240428;501;89;28;4;2024;28/04/2024
scroll;20240427;449;72;27;4;2024;27/04/2024
scroll;20240423;407;75;23;4;2024;23/04/2024
form_submit;20240424;253;45;24;4;2024;24/04/2024
form_submit;20240427;253;43;27;4;2024;27/04/2024
session_start;20240425;230;183;25;4;2024;25/04/2024
